Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,filename2,filename,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Id,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR11944197,AMPLICON,502,20260218,PRJNA637763,SAMN15154078,Metagenome or environmental,11057044,CYKINSO,2017-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488656,c047_R2.fastq.gz,c047_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c047,Illumina MiSeq,gut,35.68 N 139.70 E,c047,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-36-CYK2020,SRP266324
SRR11944198,AMPLICON,502,24607036,PRJNA637763,SAMN15154077,Metagenome or environmental,14054532,CYKINSO,2017-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488655,c046_R2.fastq.gz,c046_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c046,Illumina MiSeq,gut,35.68 N 139.70 E,c046,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-35-CYK2020,SRP266324
SRR11944199,AMPLICON,502,14848658,PRJNA637763,SAMN15154076,Metagenome or environmental,7708982,CYKINSO,2018-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488654,c045_R2.fastq.gz,c045_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c045,Illumina MiSeq,gut,35.68 N 139.70 E,c045,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-11-CYK2020,SRP266324
SRR11944200,AMPLICON,502,23623116,PRJNA637763,SAMN15154075,Metagenome or environmental,13979734,CYKINSO,2017-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488653,c044_R2.fastq.gz,c044_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c044,Illumina MiSeq,gut,35.68 N 139.70 E,c044,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-34-CYK2020,SRP266324
SRR11944201,AMPLICON,502,14686010,PRJNA637763,SAMN15154074,Metagenome or environmental,8704122,CYKINSO,2018-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488652,c043_R2.fastq.gz,c043_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c043,Illumina MiSeq,gut,35.68 N 139.70 E,c043,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-33-CYK2020,SRP266324
SRR11944202,AMPLICON,502,23137180,PRJNA637763,SAMN15154073,Metagenome or environmental,12519241,CYKINSO,2018-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488651,c042_R2.fastq.gz,c042_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c042,Illumina MiSeq,gut,35.68 N 139.70 E,c042,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-10-CYK2020,SRP266324
SRR11944203,AMPLICON,502,20081004,PRJNA637763,SAMN15154072,Metagenome or environmental,14789594,CYKINSO,2018-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488650,c041_R2.fastq.gz,c041_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c041,Illumina MiSeq,gut,35.68 N 139.70 E,c041,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-32-CYK2020,SRP266324
SRR11944204,AMPLICON,502,21672344,PRJNA637763,SAMN15154036,Metagenome or environmental,12500576,CYKINSO,2017-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488649,c005_R2.fastq.gz,c005_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c005,Illumina MiSeq,gut,35.68 N 139.70 E,c005,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-5-CYK2020,SRP266324
SRR11944205,AMPLICON,502,17371710,PRJNA637763,SAMN15154071,Metagenome or environmental,10376458,CYKINSO,2018-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488648,c040_R2.fastq.gz,c040_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c040,Illumina MiSeq,gut,35.68 N 139.70 E,c040,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-31-CYK2020,SRP266324
SRR11944206,AMPLICON,502,22604056,PRJNA637763,SAMN15154070,Metagenome or environmental,13330007,CYKINSO,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488647,c039_R2.fastq.gz,c039_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c039,Illumina MiSeq,gut,35.68 N 139.70 E,c039,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-9-CYK2020,SRP266324
SRR11944207,AMPLICON,502,24033250,PRJNA637763,SAMN15154069,Metagenome or environmental,14170203,CYKINSO,2017-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488646,c038_R2.fastq.gz,c038_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c038,Illumina MiSeq,gut,35.68 N 139.70 E,c038,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-30-CYK2020,SRP266324
SRR11944208,AMPLICON,502,14752274,PRJNA637763,SAMN15154068,Metagenome or environmental,8879713,CYKINSO,2018-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488645,c037_R2.fastq.gz,c037_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c037,Illumina MiSeq,gut,35.68 N 139.70 E,c037,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-29-CYK2020,SRP266324
SRR11944209,AMPLICON,502,16112694,PRJNA637763,SAMN15154067,Metagenome or environmental,8810086,CYKINSO,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488644,c036_R2.fastq.gz,c036_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c036,Illumina MiSeq,gut,35.68 N 139.70 E,c036,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-8-CYK2020,SRP266324
SRR11944210,AMPLICON,502,14627276,PRJNA637763,SAMN15154066,Metagenome or environmental,8647090,CYKINSO,2018-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488643,c035_R2.fastq.gz,c035_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c035,Illumina MiSeq,gut,35.68 N 139.70 E,c035,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-28-CYK2020,SRP266324
SRR11944212,AMPLICON,502,21565418,PRJNA637763,SAMN15154064,Metagenome or environmental,11596869,CYKINSO,2018-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488641,c033_R2.fastq.gz,c033_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c033,Illumina MiSeq,gut,35.68 N 139.70 E,c033,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-7-CYK2020,SRP266324
SRR11944213,AMPLICON,502,16903846,PRJNA637763,SAMN15154063,Metagenome or environmental,8886625,CYKINSO,2018-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488640,c032_R2.fastq.gz,c032_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c032,Illumina MiSeq,gut,35.68 N 139.70 E,c032,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-6-CYK2020,SRP266324
SRR11944214,AMPLICON,502,20357606,PRJNA637763,SAMN15154062,Metagenome or environmental,11146414,CYKINSO,2018-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488639,c031_R2.fastq.gz,c031_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c031,Illumina MiSeq,gut,35.68 N 139.70 E,c031,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-5-CYK2020,SRP266324
SRR11944215,AMPLICON,502,29786170,PRJNA637763,SAMN15154035,Metagenome or environmental,18765523,CYKINSO,2017-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488638,c004_R2.fastq.gz,c004_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c004,Illumina MiSeq,gut,35.68 N 139.70 E,c004,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-4-CYK2020,SRP266324
SRR11944216,AMPLICON,502,18562956,PRJNA637763,SAMN15154061,Metagenome or environmental,10880345,CYKINSO,2018-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488637,c030_R2.fastq.gz,c030_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c030,Illumina MiSeq,gut,35.68 N 139.70 E,c030,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-4-CYK2020,SRP266324
SRR11944217,AMPLICON,502,19350594,PRJNA637763,SAMN15154060,Metagenome or environmental,10682317,CYKINSO,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488636,c029_R2.fastq.gz,c029_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c029,Illumina MiSeq,gut,35.68 N 139.70 E,c029,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-3-CYK2020,SRP266324
SRR11944218,AMPLICON,502,19219572,PRJNA637763,SAMN15154059,Metagenome or environmental,10531420,CYKINSO,2018-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488635,c028_R2.fastq.gz,c028_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c028,Illumina MiSeq,gut,35.68 N 139.70 E,c028,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-2-CYK2020,SRP266324
SRR11944219,AMPLICON,502,24904220,PRJNA637763,SAMN15154058,Metagenome or environmental,14897460,CYKINSO,2017-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488634,c027_R2.fastq.gz,c027_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c027,Illumina MiSeq,gut,35.68 N 139.70 E,c027,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-26-CYK2020,SRP266324
SRR11944220,AMPLICON,502,17179946,PRJNA637763,SAMN15154057,Metagenome or environmental,9260582,CYKINSO,2018-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488633,c026_R2.fastq.gz,c026_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c026,Illumina MiSeq,gut,35.68 N 139.70 E,c026,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-25-CYK2020,SRP266324
SRR11944221,AMPLICON,502,19079012,PRJNA637763,SAMN15154056,Metagenome or environmental,10882458,CYKINSO,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488632,c025_R2.fastq.gz,c025_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c025,Illumina MiSeq,gut,35.68 N 139.70 E,c025,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-1-CYK2020,SRP266324
SRR11944222,AMPLICON,502,20497664,PRJNA637763,SAMN15154055,Metagenome or environmental,12700347,CYKINSO,2017-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488631,c024_R2.fastq.gz,c024_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c024,Illumina MiSeq,gut,35.68 N 139.70 E,c024,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-24-CYK2020,SRP266324
SRR11944223,AMPLICON,502,18540366,PRJNA637763,SAMN15154054,Metagenome or environmental,9742407,CYKINSO,2017-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488630,c023_R2.fastq.gz,c023_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c023,Illumina MiSeq,gut,35.68 N 139.70 E,c023,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-23-CYK2020,SRP266324
SRR11944224,AMPLICON,502,32219364,PRJNA637763,SAMN15154053,Metagenome or environmental,19944854,CYKINSO,2017-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488629,c022_R2.fastq.gz,c022_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c022,Illumina MiSeq,gut,35.68 N 139.70 E,c022,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-22-CYK2020,SRP266324
SRR11944225,AMPLICON,500,18052328,PRJNA637763,SAMN15154052,Metagenome or environmental,11149106,CYKINSO,2017-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488628,c021_R2.fastq.gz,c021_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c021,Illumina MiSeq,gut,35.68 N 139.70 E,c021,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-21-CYK2020,SRP266324
SRR11944226,AMPLICON,502,27099466,PRJNA637763,SAMN15154034,Metagenome or environmental,17114616,CYKINSO,2017-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488627,c003_R2.fastq.gz,c003_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c003,Illumina MiSeq,gut,35.68 N 139.70 E,c003,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-3-CYK2020,SRP266324
SRR11944227,AMPLICON,502,18387256,PRJNA637763,SAMN15154051,Metagenome or environmental,9694744,CYKINSO,2018-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488626,c020_R2.fastq.gz,c020_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c020,Illumina MiSeq,gut,35.68 N 139.70 E,c020,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-20-CYK2020,SRP266324
SRR11944228,AMPLICON,502,22438396,PRJNA637763,SAMN15154050,Metagenome or environmental,14835915,CYKINSO,2017-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488625,c019_R2.fastq.gz,c019_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c019,Illumina MiSeq,gut,35.68 N 139.70 E,c019,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-19-CYK2020,SRP266324
SRR11944229,AMPLICON,502,19717556,PRJNA637763,SAMN15154049,Metagenome or environmental,12973653,CYKINSO,2017-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488624,c018_R2.fastq.gz,c018_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c018,Illumina MiSeq,gut,35.68 N 139.70 E,c018,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-18-CYK2020,SRP266324
SRR11944230,AMPLICON,502,24781732,PRJNA637763,SAMN15154048,Metagenome or environmental,14717203,CYKINSO,2017-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488623,c017_R2.fastq.gz,c017_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c017,Illumina MiSeq,gut,35.68 N 139.70 E,c017,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-17-CYK2020,SRP266324
SRR11944231,AMPLICON,502,13394866,PRJNA637763,SAMN15154047,Metagenome or environmental,9364990,CYKINSO,2017-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488622,c016_R2.fastq.gz,c016_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c016,Illumina MiSeq,gut,35.68 N 139.70 E,c016,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-16-CYK2020,SRP266324
SRR11944233,AMPLICON,502,30275118,PRJNA637763,SAMN15154045,Metagenome or environmental,16860350,CYKINSO,2017-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488620,c014_R2.fastq.gz,c014_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c014,Illumina MiSeq,gut,35.68 N 139.70 E,c014,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-14-CYK2020,SRP266324
SRR11944234,AMPLICON,502,20171866,PRJNA637763,SAMN15154044,Metagenome or environmental,11572046,CYKINSO,2017-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488619,c013_R2.fastq.gz,c013_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c013,Illumina MiSeq,gut,35.68 N 139.70 E,c013,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-13-CYK2020,SRP266324
SRR11944235,AMPLICON,502,22758672,PRJNA637763,SAMN15154142,Metagenome or environmental,12736057,CYKINSO,2017-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488618,c105_R2.fastq.gz,c105_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c105,Illumina MiSeq,gut,35.68 N 139.70 E,c105,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-85-CYK2020,SRP266324
SRR11944236,AMPLICON,502,17144806,PRJNA637763,SAMN15154043,Metagenome or environmental,11448796,CYKINSO,2017-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488617,c012_R2.fastq.gz,c012_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c012,Illumina MiSeq,gut,35.68 N 139.70 E,c012,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-12-CYK2020,SRP266324
SRR11944237,AMPLICON,502,26518150,PRJNA637763,SAMN15154141,Metagenome or environmental,15757165,CYKINSO,2017-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488616,c104_R2.fastq.gz,c104_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c104,Illumina MiSeq,gut,35.68 N 139.70 E,c104,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-84-CYK2020,SRP266324
SRR11944238,AMPLICON,502,23965982,PRJNA637763,SAMN15154140,Metagenome or environmental,14168552,CYKINSO,2017-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488615,c103_R2.fastq.gz,c103_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c103,Illumina MiSeq,gut,35.68 N 139.70 E,c103,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-83-CYK2020,SRP266324
SRR11944239,AMPLICON,502,16524836,PRJNA637763,SAMN15154139,Metagenome or environmental,8703676,CYKINSO,2018-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488614,c102_R2.fastq.gz,c102_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c102,Illumina MiSeq,gut,35.68 N 139.70 E,c102,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-82-CYK2020,SRP266324
SRR11944240,AMPLICON,502,35419112,PRJNA637763,SAMN15154138,Metagenome or environmental,22962423,CYKINSO,2017-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488613,c101_R2.fastq.gz,c101_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c101,Illumina MiSeq,gut,35.68 N 139.70 E,c101,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-81-CYK2020,SRP266324
SRR11944241,AMPLICON,502,13640344,PRJNA637763,SAMN15154137,Metagenome or environmental,6886227,CYKINSO,2018-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488612,c100_R2.fastq.gz,c100_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c100,Illumina MiSeq,gut,35.68 N 139.70 E,c100,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-80-CYK2020,SRP266324
SRR11944242,AMPLICON,502,15323048,PRJNA637763,SAMN15154136,Metagenome or environmental,7790508,CYKINSO,2018-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488611,c099_R2.fastq.gz,c099_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c099,Illumina MiSeq,gut,35.68 N 139.70 E,c099,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-79-CYK2020,SRP266324
SRR11944243,AMPLICON,502,25560836,PRJNA637763,SAMN15154135,Metagenome or environmental,14825497,CYKINSO,2017-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488610,c098_R2.fastq.gz,c098_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c098,Illumina MiSeq,gut,35.68 N 139.70 E,c098,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-78-CYK2020,SRP266324
SRR11944245,AMPLICON,502,30938762,PRJNA637763,SAMN15154133,Metagenome or environmental,18306785,CYKINSO,2017-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488608,c096_R2.fastq.gz,c096_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c096,Illumina MiSeq,gut,35.68 N 139.70 E,c096,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-76-CYK2020,SRP266324
SRR11944246,AMPLICON,502,27796242,PRJNA637763,SAMN15154132,Metagenome or environmental,16438298,CYKINSO,2017-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488607,c095_R2.fastq.gz,c095_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c095,Illumina MiSeq,gut,35.68 N 139.70 E,c095,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-75-CYK2020,SRP266324
SRR11944247,AMPLICON,502,11915472,PRJNA637763,SAMN15154042,Metagenome or environmental,7363660,CYKINSO,2017-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488606,c011_R2.fastq.gz,c011_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c011,Illumina MiSeq,gut,35.68 N 139.70 E,c011,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-11-CYK2020,SRP266324
SRR11944248,AMPLICON,502,29183268,PRJNA637763,SAMN15154033,Metagenome or environmental,15797082,CYKINSO,2017-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488605,c002_R2.fastq.gz,c002_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c002,Illumina MiSeq,gut,35.68 N 139.70 E,c002,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-2-CYK2020,SRP266324
SRR11944249,AMPLICON,502,25490054,PRJNA637763,SAMN15154032,Metagenome or environmental,14861585,CYKINSO,2017-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488604,c001_R2.fastq.gz,c001_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c001,Illumina MiSeq,gut,35.68 N 139.70 E,c001,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-1-CYK2020,SRP266324
SRR11944232,AMPLICON,501,18756035,PRJNA637763,SAMN15154046,Metagenome or environmental,11808171,CYKINSO,2017-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488621,c015_R2.fastq.gz,c015_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c015,Illumina MiSeq,gut,35.68 N 139.70 E,c015,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-15-CYK2020,SRP266324
SRR11944161,AMPLICON,502,24852012,PRJNA637763,SAMN15154111,Metagenome or environmental,14357581,CYKINSO,2017-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488692,c074_R2.fastq.gz,c074_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c074,Illumina MiSeq,gut,35.68 N 139.70 E,c074,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-54-CYK2020,SRP266324
SRR11944194,AMPLICON,502,21417328,PRJNA637763,SAMN15154081,Metagenome or environmental,12115136,CYKINSO,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488659,c050_R2.fastq.gz,c050_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c050,Illumina MiSeq,gut,35.68 N 139.70 E,c050,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,HC-12-CYK2020,SRP266324
SRR11944211,AMPLICON,502,20998158,PRJNA637763,SAMN15154065,Metagenome or environmental,11264631,CYKINSO,2018-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8488642,c034_R2.fastq.gz,c034_R1.fastq.gz,Japan,Asia,Japan,Homo sapiens,c034,Illumina MiSeq,gut,35.68 N 139.70 E,c034,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2020-06-07T00:00:00Z,IBS-27-CYK2020,SRP266324
