Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA_accession,SRA Study,Submitter_Id,title
ERR5169652,AMPLICON,602,8560440,PRJEB37924,SAMEA7850105,5503135,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-23,2021-01-23,2021-01-22,2021-01-22,lower digestive tract,rectum,biopsy,ERX4974573,SAMEA7850105,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2021-01-23T04:12:03Z,2021-01-22T20:08:12Z,public,Illumina HiSeq 4000,bacteria_archaea,unspecified,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2021-02-02T00:00:00Z,SAMEA7850105,ibs_biopsy_70,"Illumina MiSeq\, paired-end reads\, 250 bp length",ERS5597264,ERP121278,ibs_biopsy_70,7615v2
ERR5169653,AMPLICON,602,29832712,PRJEB37924,SAMEA7850106,18412670,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-23,2021-01-23,2021-01-22,2021-01-22,lower digestive tract,rectum,biopsy,ERX4974574,SAMEA7850106,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2021-01-23T04:12:03Z,2021-01-22T20:08:12Z,public,Illumina HiSeq 4000,bacteria_archaea,unspecified,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2021-02-02T00:00:00Z,SAMEA7850106,ibs_biopsy_71,"Illumina MiSeq\, paired-end reads\, 250 bp length",ERS5597265,ERP121278,ibs_biopsy_71,7616v1
ERR5169654,AMPLICON,602,50136366,PRJEB37924,SAMEA7850107,30927957,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-23,2021-01-23,2021-01-22,2021-01-22,lower digestive tract,rectum,biopsy,ERX4974575,SAMEA7850107,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2021-01-23T04:12:03Z,2021-01-22T20:08:12Z,public,Illumina HiSeq 4000,bacteria_archaea,unspecified,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2021-02-02T00:00:00Z,SAMEA7850107,ibs_biopsy_72,"Illumina MiSeq\, paired-end reads\, 250 bp length",ERS5597266,ERP121278,ibs_biopsy_72,7616v2
ERR4775526,WGS,101,19190,PRJEB37924,SAMEA7501053,44534,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645362,SAMEA7501053,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:14Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501053,ibs_1,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257692,ERP121278,ibs_1,Control Negative
ERR4775527,WGS,126,79184574,PRJEB37924,SAMEA7501054,43449936,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645363,SAMEA7501054,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:14Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501054,ibs_2,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257693,ERP121278,ibs_2,Control Positive 0
ERR4775528,WGS,101,2417031,PRJEB37924,SAMEA7501055,1489856,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645364,SAMEA7501055,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:14Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501055,ibs_3,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257694,ERP121278,ibs_3,Control Positive 1
ERR4775529,WGS,101,3788510,PRJEB37924,SAMEA7501056,2224523,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645365,SAMEA7501056,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:14Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501056,ibs_4,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257695,ERP121278,ibs_4,Control Positive 2
ERR4775530,WGS,101,168112278,PRJEB37924,SAMEA7501057,92679508,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645366,SAMEA7501057,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:14Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501057,ibs_5,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257696,ERP121278,ibs_5,Participant 1 Sample 0
ERR4775531,WGS,101,178075221,PRJEB37924,SAMEA7501058,97920180,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645367,SAMEA7501058,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501058,ibs_6,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257697,ERP121278,ibs_6,Participant 1 Sample 1
ERR4775532,WGS,101,159374768,PRJEB37924,SAMEA7501059,83367578,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645368,SAMEA7501059,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501059,ibs_7,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257698,ERP121278,ibs_7,Participant 1 Sample 2
ERR4775533,WGS,101,131821463,PRJEB37924,SAMEA7501060,73505308,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645369,SAMEA7501060,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501060,ibs_8,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257699,ERP121278,ibs_8,Participant 1 Sample 3
ERR4775534,WGS,101,213409364,PRJEB37924,SAMEA7501061,114244080,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645370,SAMEA7501061,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501061,ibs_9,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257700,ERP121278,ibs_9,Participant 1 Sample 4
ERR4775535,WGS,101,203556612,PRJEB37924,SAMEA7501062,108301644,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645371,SAMEA7501062,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501062,ibs_10,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257701,ERP121278,ibs_10,Participant 1 Sample 5
ERR4775536,WGS,101,113364521,PRJEB37924,SAMEA7501063,61817144,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645372,SAMEA7501063,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501063,ibs_11,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257702,ERP121278,ibs_11,Participant 1 Sample 6
ERR4775537,WGS,101,156140849,PRJEB37924,SAMEA7501064,89762287,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645373,SAMEA7501064,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501064,ibs_12,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257703,ERP121278,ibs_12,Participant 10 Sample 0
ERR4775538,WGS,101,179565476,PRJEB37924,SAMEA7501065,98849070,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645374,SAMEA7501065,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501065,ibs_13,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257704,ERP121278,ibs_13,Participant 10 Sample 1
ERR4775539,WGS,101,86637497,PRJEB37924,SAMEA7501066,51994391,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645375,SAMEA7501066,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501066,ibs_14,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257705,ERP121278,ibs_14,Participant 10 Sample 2
ERR4775540,WGS,101,161998243,PRJEB37924,SAMEA7501067,84062990,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645376,SAMEA7501067,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501067,ibs_15,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257706,ERP121278,ibs_15,Participant 10 Sample 3
ERR4775541,WGS,101,172070670,PRJEB37924,SAMEA7501068,91476490,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645377,SAMEA7501068,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501068,ibs_16,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257707,ERP121278,ibs_16,Participant 10 Sample 4
ERR4775542,WGS,101,224848523,PRJEB37924,SAMEA7501069,121901400,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645378,SAMEA7501069,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501069,ibs_17,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257708,ERP121278,ibs_17,Participant 10 Sample 5
ERR4775543,WGS,101,200778405,PRJEB37924,SAMEA7501070,100869868,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645379,SAMEA7501070,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:08:00Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501070,ibs_18,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257709,ERP121278,ibs_18,Participant 10 Sample 6
ERR4775544,WGS,101,67064808,PRJEB37924,SAMEA7501071,35281588,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645380,SAMEA7501071,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501071,ibs_19,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257710,ERP121278,ibs_19,Participant 10 Sample 7
ERR4775545,WGS,101,83408830,PRJEB37924,SAMEA7501072,51557885,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645381,SAMEA7501072,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501072,ibs_20,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257711,ERP121278,ibs_20,Participant 11 Sample 0
ERR4775546,WGS,101,176211569,PRJEB37924,SAMEA7501073,98337721,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645382,SAMEA7501073,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501073,ibs_21,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257712,ERP121278,ibs_21,Participant 11 Sample 1
ERR4775547,WGS,101,152437078,PRJEB37924,SAMEA7501074,80931255,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645383,SAMEA7501074,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501074,ibs_22,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257713,ERP121278,ibs_22,Participant 11 Sample 2
ERR4775548,WGS,101,187121084,PRJEB37924,SAMEA7501075,96696908,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645384,SAMEA7501075,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501075,ibs_23,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257714,ERP121278,ibs_23,Participant 11 Sample 3
ERR4775549,WGS,101,194180075,PRJEB37924,SAMEA7501076,103519618,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645385,SAMEA7501076,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501076,ibs_24,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257715,ERP121278,ibs_24,Participant 11 Sample 4
ERR4775550,WGS,101,176784340,PRJEB37924,SAMEA7501077,94485296,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645386,SAMEA7501077,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501077,ibs_25,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257716,ERP121278,ibs_25,Participant 11 Sample 5
ERR4775551,WGS,101,191147449,PRJEB37924,SAMEA7501078,94978736,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645387,SAMEA7501078,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:15Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501078,ibs_26,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257717,ERP121278,ibs_26,Participant 11 Sample 6
ERR4775552,WGS,101,219613592,PRJEB37924,SAMEA7501079,122590265,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645388,SAMEA7501079,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:16Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501079,ibs_27,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257718,ERP121278,ibs_27,Participant 12 Sample 0
ERR4775553,WGS,101,182386204,PRJEB37924,SAMEA7501080,99367533,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645389,SAMEA7501080,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:16Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501080,ibs_28,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257719,ERP121278,ibs_28,Participant 12 Sample 1
ERR4775554,WGS,101,113101214,PRJEB37924,SAMEA7501081,66403162,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645390,SAMEA7501081,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:16Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501081,ibs_29,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257720,ERP121278,ibs_29,Participant 13 Sample 0
ERR4775555,WGS,101,201086253,PRJEB37924,SAMEA7501082,110226921,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645391,SAMEA7501082,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:16Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501082,ibs_30,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257721,ERP121278,ibs_30,Participant 13 Sample 1
