run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
SRR11944229	SAMN15154049	SRS6788199	SRX8488624	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/029/SRR11944229/SRR11944229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/029/SRR11944229/SRR11944229_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/029/SRR11944229
SRR11944230	SAMN15154048	SRS6788198	SRX8488623	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/030/SRR11944230/SRR11944230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/030/SRR11944230/SRR11944230_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/030/SRR11944230
SRR11944231	SAMN15154047	SRS6788197	SRX8488622	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/031/SRR11944231/SRR11944231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/031/SRR11944231/SRR11944231_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/031/SRR11944231
SRR11944234	SAMN15154044	SRS6788194	SRX8488619	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/034/SRR11944234/SRR11944234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/034/SRR11944234/SRR11944234_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/034/SRR11944234
SRR11944235	SAMN15154142	SRS6788193	SRX8488618	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/035/SRR11944235/SRR11944235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/035/SRR11944235/SRR11944235_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/035/SRR11944235
SRR11944236	SAMN15154043	SRS6788192	SRX8488617	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/036/SRR11944236/SRR11944236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/036/SRR11944236/SRR11944236_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/036/SRR11944236
SRR11944239	SAMN15154139	SRS6788189	SRX8488614	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/039/SRR11944239/SRR11944239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/039/SRR11944239/SRR11944239_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/039/SRR11944239
SRR11944245	SAMN15154133	SRS6788183	SRX8488608	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/045/SRR11944245/SRR11944245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/045/SRR11944245/SRR11944245_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/045/SRR11944245
SRR11944246	SAMN15154132	SRS6788182	SRX8488607	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/046/SRR11944246/SRR11944246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/046/SRR11944246/SRR11944246_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/046/SRR11944246
SRR11944139	SAMN15154131	SRS6788289	SRX8488714	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/039/SRR11944139/SRR11944139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/039/SRR11944139/SRR11944139_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/039/SRR11944139
SRR11944145	SAMN15154125	SRS6788283	SRX8488708	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/045/SRR11944145/SRR11944145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/045/SRR11944145/SRR11944145_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/045/SRR11944145
SRR11944157	SAMN15154114	SRS6788271	SRX8488696	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/057/SRR11944157/SRR11944157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/057/SRR11944157/SRR11944157_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/057/SRR11944157
SRR11944159	SAMN15154112	SRS6788269	SRX8488694	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/059/SRR11944159/SRR11944159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/059/SRR11944159/SRR11944159_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/059/SRR11944159
SRR11944161	SAMN15154111	SRS6788267	SRX8488692	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/061/SRR11944161/SRR11944161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/061/SRR11944161/SRR11944161_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/061/SRR11944161
SRR11944163	SAMN15154109	SRS6788265	SRX8488690	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/063/SRR11944163/SRR11944163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/063/SRR11944163/SRR11944163_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/063/SRR11944163
SRR11944164	SAMN15154108	SRS6788263	SRX8488689	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/064/SRR11944164/SRR11944164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/064/SRR11944164/SRR11944164_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/064/SRR11944164
SRR11944165	SAMN15154107	SRS6788264	SRX8488688	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/065/SRR11944165/SRR11944165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/065/SRR11944165/SRR11944165_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/065/SRR11944165
SRR11944172	SAMN15154101	SRS6788256	SRX8488681	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/072/SRR11944172/SRR11944172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/072/SRR11944172/SRR11944172_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/072/SRR11944172
SRR11944177	SAMN15154096	SRS6788251	SRX8488676	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/077/SRR11944177/SRR11944177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/077/SRR11944177/SRR11944177_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/077/SRR11944177
SRR11944179	SAMN15154094	SRS6788249	SRX8488674	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/079/SRR11944179/SRR11944179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/079/SRR11944179/SRR11944179_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/079/SRR11944179
SRR11944184	SAMN15154090	SRS6788244	SRX8488669	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/084/SRR11944184/SRR11944184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/084/SRR11944184/SRR11944184_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/084/SRR11944184
SRR11944185	SAMN15154089	SRS6788243	SRX8488668	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/085/SRR11944185/SRR11944185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/085/SRR11944185/SRR11944185_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/085/SRR11944185
SRR11944188	SAMN15154086	SRS6788240	SRX8488665	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/088/SRR11944188/SRR11944188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/088/SRR11944188/SRR11944188_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/088/SRR11944188
SRR11944189	SAMN15154085	SRS6788239	SRX8488664	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/089/SRR11944189/SRR11944189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/089/SRR11944189/SRR11944189_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/089/SRR11944189
SRR11944197	SAMN15154078	SRS6788231	SRX8488656	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/097/SRR11944197/SRR11944197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/097/SRR11944197/SRR11944197_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/097/SRR11944197
SRR11944198	SAMN15154077	SRS6788230	SRX8488655	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/098/SRR11944198/SRR11944198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/098/SRR11944198/SRR11944198_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/098/SRR11944198
SRR11944202	SAMN15154073	SRS6788227	SRX8488651	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR11944202/SRR11944202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR11944202/SRR11944202_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/002/SRR11944202
SRR11944205	SAMN15154071	SRS6788223	SRX8488648	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR11944205/SRR11944205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR11944205/SRR11944205_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/005/SRR11944205
SRR11944206	SAMN15154070	SRS6788222	SRX8488647	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/006/SRR11944206/SRR11944206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/006/SRR11944206/SRR11944206_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/006/SRR11944206
SRR11944208	SAMN15154068	SRS6788220	SRX8488645	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR11944208/SRR11944208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR11944208/SRR11944208_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/008/SRR11944208
SRR11944216	SAMN15154061	SRS6788212	SRX8488637	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/016/SRR11944216/SRR11944216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/016/SRR11944216/SRR11944216_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/016/SRR11944216
SRR11944218	SAMN15154059	SRS6788210	SRX8488635	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/018/SRR11944218/SRR11944218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/018/SRR11944218/SRR11944218_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/018/SRR11944218
SRR11944220	SAMN15154057	SRS6788208	SRX8488633	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/020/SRR11944220/SRR11944220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/020/SRR11944220/SRR11944220_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/020/SRR11944220
SRR11944221	SAMN15154056	SRS6788207	SRX8488632	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/021/SRR11944221/SRR11944221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/021/SRR11944221/SRR11944221_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/021/SRR11944221
SRR11944223	SAMN15154054	SRS6788205	SRX8488630	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/023/SRR11944223/SRR11944223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/023/SRR11944223/SRR11944223_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/023/SRR11944223
SRR11944232	SAMN15154046	SRS6788196	SRX8488621	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/032/SRR11944232/SRR11944232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/032/SRR11944232/SRR11944232_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/032/SRR11944232
SRR11944237	SAMN15154141	SRS6788191	SRX8488616	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/037/SRR11944237/SRR11944237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/037/SRR11944237/SRR11944237_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/037/SRR11944237
SRR11944242	SAMN15154136	SRS6788186	SRX8488611	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/042/SRR11944242/SRR11944242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/042/SRR11944242/SRR11944242_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/042/SRR11944242
SRR11944244	SAMN15154134	SRS6788184	SRX8488609	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/044/SRR11944244/SRR11944244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/044/SRR11944244/SRR11944244_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/044/SRR11944244
SRR11944247	SAMN15154042	SRS6788181	SRX8488606	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/047/SRR11944247/SRR11944247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/047/SRR11944247/SRR11944247_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/047/SRR11944247
