Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,sample_name,sequencing_method,SRA_accession,SRA Study,title
ERR1051045,28_IonXpress_031_rawlib_fil,AMPLICON,210,20262911,PRJEB11252,SAMEA3594655,16252612,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",CONTROL,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131330,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594655,ERS901804,IonTorrent PGM,ERS901804,ERP012611,28_IonXpress_031_rawlib_fil
ERR1051046,28_IonXpress_032_rawlib_fil,AMPLICON,211,22316429,PRJEB11252,SAMEA3594656,17918707,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",CONTROL,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131331,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594656,ERS901805,IonTorrent PGM,ERS901805,ERP012611,28_IonXpress_032_rawlib_fil
ERR1051047,32_IonXpress_001_rawlib_fil,AMPLICON,216,29443203,PRJEB11252,SAMEA3594657,23436067,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_91C:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131332,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594657,ERS901806,IonTorrent PGM,ERS901806,ERP012611,32_IonXpress_001_rawlib_fil
ERR1051048,32_IonXpress_002_rawlib_fil,AMPLICON,218,31687864,PRJEB11252,SAMEA3594658,25011709,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_91C:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131333,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594658,ERS901807,IonTorrent PGM,ERS901807,ERP012611,32_IonXpress_002_rawlib_fil
ERR1051049,32_IonXpress_003_rawlib_fil,AMPLICON,220,26179760,PRJEB11252,SAMEA3594659,20743116,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_97M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131334,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594659,ERS901808,IonTorrent PGM,ERS901808,ERP012611,32_IonXpress_003_rawlib_fil
ERR1051050,32_IonXpress_004_rawlib_fil,AMPLICON,219,23602319,PRJEB11252,SAMEA3594660,18665619,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_97M:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131335,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594660,ERS901809,IonTorrent PGM,ERS901809,ERP012611,32_IonXpress_004_rawlib_fil
ERR1051051,32_IonXpress_005_rawlib_fil,AMPLICON,221,28310103,PRJEB11252,SAMEA3594661,22531433,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_98D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131336,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594661,ERS901810,IonTorrent PGM,ERS901810,ERP012611,32_IonXpress_005_rawlib_fil
ERR1051052,32_IonXpress_006_rawlib_fil,AMPLICON,208,25907472,PRJEB11252,SAMEA3594662,20636688,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_98D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131337,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594662,ERS901811,IonTorrent PGM,ERS901811,ERP012611,32_IonXpress_006_rawlib_fil
ERR1051053,32_IonXpress_009_rawlib_fil,AMPLICON,226,30458796,PRJEB11252,SAMEA3594663,24211092,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_103D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131338,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594663,ERS901812,IonTorrent PGM,ERS901812,ERP012611,32_IonXpress_009_rawlib_fil
ERR1051054,32_IonXpress_010_rawlib_fil,AMPLICON,218,27753384,PRJEB11252,SAMEA3594664,22111968,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_103D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131339,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594664,ERS901813,IonTorrent PGM,ERS901813,ERP012611,32_IonXpress_010_rawlib_fil
ERR1051055,32_IonXpress_011_rawlib_fil,AMPLICON,211,27413136,PRJEB11252,SAMEA3594665,21805157,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_104D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131340,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594665,ERS901814,IonTorrent PGM,ERS901814,ERP012611,32_IonXpress_011_rawlib_fil
ERR1051056,32_IonXpress_012_rawlib_fil,AMPLICON,219,31096055,PRJEB11252,SAMEA3594666,24611098,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_104D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131341,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594666,ERS901815,IonTorrent PGM,ERS901815,ERP012611,32_IonXpress_012_rawlib_fil
ERR1051057,32_IonXpress_013_rawlib_fil,AMPLICON,224,31015888,PRJEB11252,SAMEA3594667,24510346,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",CONTROL,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131342,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594667,ERS901816,IonTorrent PGM,ERS901816,ERP012611,32_IonXpress_013_rawlib_fil
ERR1051058,32_IonXpress_015_rawlib_fil,AMPLICON,216,26093907,PRJEB11252,SAMEA3594668,20639627,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_106D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131343,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594668,ERS901817,IonTorrent PGM,ERS901817,ERP012611,32_IonXpress_015_rawlib_fil
ERR1051059,32_IonXpress_016_rawlib_fil,AMPLICON,211,18080664,PRJEB11252,SAMEA3594669,14383895,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_106D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131344,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594669,ERS901818,IonTorrent PGM,ERS901818,ERP012611,32_IonXpress_016_rawlib_fil
ERR1051060,32_IonXpress_017_rawlib_fil,AMPLICON,207,32380962,PRJEB11252,SAMEA3594670,25635055,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_7C:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131345,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594670,ERS901819,IonTorrent PGM,ERS901819,ERP012611,32_IonXpress_017_rawlib_fil
ERR1051061,32_IonXpress_018_rawlib_fil,AMPLICON,218,33710585,PRJEB11252,SAMEA3594671,26899380,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_7C:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131346,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594671,ERS901820,IonTorrent PGM,ERS901820,ERP012611,32_IonXpress_018_rawlib_fil
ERR1051062,32_IonXpress_019_rawlib_fil,AMPLICON,226,35185545,PRJEB11252,SAMEA3594672,27916412,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_13D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131347,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594672,ERS901821,IonTorrent PGM,ERS901821,ERP012611,32_IonXpress_019_rawlib_fil
ERR1051063,32_IonXpress_020_rawlib_fil,AMPLICON,222,55971888,PRJEB11252,SAMEA3594673,44357194,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_13D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131348,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594673,ERS901822,IonTorrent PGM,ERS901822,ERP012611,32_IonXpress_020_rawlib_fil
ERR1051064,32_IonXpress_033_rawlib_fil,AMPLICON,227,24904544,PRJEB11252,SAMEA3594674,19790555,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",CONTROL,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131349,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594674,ERS901823,IonTorrent PGM,ERS901823,ERP012611,32_IonXpress_033_rawlib_fil
ERR1051065,32_IonXpress_034_rawlib_fil,AMPLICON,225,24777439,PRJEB11252,SAMEA3594675,19658425,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",CONTROL,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131350,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594675,ERS901824,IonTorrent PGM,ERS901824,ERP012611,32_IonXpress_034_rawlib_fil
ERR1051066,32_IonXpress_035_rawlib_fil,AMPLICON,223,17866261,PRJEB11252,SAMEA3594676,14134013,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",CONTROL,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131351,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594676,ERS901825,IonTorrent PGM,ERS901825,ERP012611,32_IonXpress_035_rawlib_fil
ERR1051067,32_IonXpress_036_rawlib_fil,AMPLICON,227,15544018,PRJEB11252,SAMEA3594677,12370254,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",CONTROL,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131352,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594677,ERS901826,IonTorrent PGM,ERS901826,ERP012611,32_IonXpress_036_rawlib_fil
ERR1051068,32_IonXpress_037_rawlib_fil,AMPLICON,228,25212548,PRJEB11252,SAMEA3594678,20184910,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_79M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131353,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594678,ERS901827,IonTorrent PGM,ERS901827,ERP012611,32_IonXpress_037_rawlib_fil
ERR1051069,32_IonXpress_038_rawlib_fil,AMPLICON,224,22034410,PRJEB11252,SAMEA3594679,17516662,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_79M:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131354,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594679,ERS901828,IonTorrent PGM,ERS901828,ERP012611,32_IonXpress_038_rawlib_fil
ERR1051070,32_IonXpress_039_rawlib_fil,AMPLICON,224,18097779,PRJEB11252,SAMEA3594680,14281802,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_80M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131355,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594680,ERS901829,IonTorrent PGM,ERS901829,ERP012611,32_IonXpress_039_rawlib_fil
ERR1051071,32_IonXpress_040_rawlib_fil,AMPLICON,224,24678257,PRJEB11252,SAMEA3594681,19620693,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_80M:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131356,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594681,ERS901830,IonTorrent PGM,ERS901830,ERP012611,32_IonXpress_040_rawlib_fil
ERR1051072,32_IonXpress_041_rawlib_fil,AMPLICON,216,22151673,PRJEB11252,SAMEA3594682,17594757,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_81C:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131357,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594682,ERS901831,IonTorrent PGM,ERS901831,ERP012611,32_IonXpress_041_rawlib_fil
ERR1051073,35_IonXpress_001_rawlib_fil,AMPLICON,219,28530741,PRJEB11252,SAMEA3594686,22684419,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_70D :0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131358,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594686,ERS901835,IonTorrent PGM,ERS901835,ERP012611,35_IonXpress_001_rawlib_fil
ERR1051074,35_IonXpress_002_rawlib_fil,AMPLICON,223,20545862,PRJEB11252,SAMEA3594687,16405587,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_70D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131359,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594687,ERS901836,IonTorrent PGM,ERS901836,ERP012611,35_IonXpress_002_rawlib_fil
ERR1051075,35_IonXpress_003_rawlib_fil,AMPLICON,222,20717803,PRJEB11252,SAMEA3594688,16596013,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_61D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131360,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594688,ERS901837,IonTorrent PGM,ERS901837,ERP012611,35_IonXpress_003_rawlib_fil
ERR1051076,35_IonXpress_004_rawlib_fil,AMPLICON,224,24265452,PRJEB11252,SAMEA3594689,19462299,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_61D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131361,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594689,ERS901838,IonTorrent PGM,ERS901838,ERP012611,35_IonXpress_004_rawlib_fil
ERR1051077,35_IonXpress_005_rawlib_fil,AMPLICON,221,21787844,PRJEB11252,SAMEA3594690,17465560,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_44D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131362,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594690,ERS901839,IonTorrent PGM,ERS901839,ERP012611,35_IonXpress_005_rawlib_fil
