run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
SRR9160276	SAMN11852876	SRS4846597	SRX5933395	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/006/SRR9160276/SRR9160276.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/006/SRR9160276
SRR9160279	SAMN11852854	SRS4846593	SRX5933392	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/009/SRR9160279/SRR9160279.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/009/SRR9160279
SRR9160282	SAMN11852847	SRS4846591	SRX5933389	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/002/SRR9160282/SRR9160282.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/002/SRR9160282
SRR9160285	SAMN11852852	SRS4846590	SRX5933386	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/005/SRR9160285/SRR9160285.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/005/SRR9160285
SRR9160298	SAMN11852890	SRS4846574	SRX5933373	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/008/SRR9160298/SRR9160298.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/008/SRR9160298
SRR9160299	SAMN11852889	SRS4846575	SRX5933372	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/009/SRR9160299/SRR9160299.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/009/SRR9160299
SRR9160300	SAMN11852839	SRS4846573	SRX5933371	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/000/SRR9160300/SRR9160300.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/000/SRR9160300
SRR9160302	SAMN11852777	SRS4846572	SRX5933369	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/002/SRR9160302/SRR9160302.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/002/SRR9160302
SRR9160305	SAMN11852836	SRS4846567	SRX5933366	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/005/SRR9160305/SRR9160305.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/005/SRR9160305
SRR9160307	SAMN11852838	SRS4846566	SRX5933364	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/007/SRR9160307/SRR9160307.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/007/SRR9160307
SRR9160314	SAMN11852897	SRS4846559	SRX5933357	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/004/SRR9160314/SRR9160314.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/004/SRR9160314
SRR9160315	SAMN11852898	SRS4846558	SRX5933356	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/005/SRR9160315/SRR9160315.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/005/SRR9160315
SRR9160322	SAMN11852828	SRS4846551	SRX5933349	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/002/SRR9160322/SRR9160322.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/002/SRR9160322
SRR9160325	SAMN11852829	SRS4846548	SRX5933346	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/005/SRR9160325/SRR9160325.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/005/SRR9160325
SRR9160326	SAMN11852832	SRS4846547	SRX5933345	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/006/SRR9160326/SRR9160326.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/006/SRR9160326
SRR9160329	SAMN11852833	SRS4846544	SRX5933342	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/009/SRR9160329/SRR9160329.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/009/SRR9160329
SRR9160330	SAMN11852817	SRS4846543	SRX5933341	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/000/SRR9160330/SRR9160330.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/000/SRR9160330
SRR9160336	SAMN11852819	SRS4846537	SRX5933335	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/006/SRR9160336/SRR9160336.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/006/SRR9160336
SRR9160337	SAMN11852820	SRS4846536	SRX5933334	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/007/SRR9160337/SRR9160337.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/007/SRR9160337
SRR9160340	SAMN11852778	SRS4846533	SRX5933331	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/000/SRR9160340/SRR9160340.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/000/SRR9160340
SRR9160341	SAMN11852812	SRS4846532	SRX5933330	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/001/SRR9160341/SRR9160341.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/001/SRR9160341
SRR9160342	SAMN11852811	SRS4846531	SRX5933329	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/002/SRR9160342/SRR9160342.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/002/SRR9160342
SRR9160343	SAMN11852810	SRS4846530	SRX5933328	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/003/SRR9160343/SRR9160343.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/003/SRR9160343
SRR9160345	SAMN11852808	SRS4846528	SRX5933326	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/005/SRR9160345/SRR9160345.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/005/SRR9160345
SRR9160349	SAMN11852814	SRS4846524	SRX5933322	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/009/SRR9160349/SRR9160349.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/009/SRR9160349
SRR9160353	SAMN11852797	SRS4846520	SRX5933318	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/003/SRR9160353/SRR9160353.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/003/SRR9160353
SRR9160354	SAMN11852798	SRS4846519	SRX5933317	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/004/SRR9160354/SRR9160354.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/004/SRR9160354
SRR9160357	SAMN11852801	SRS4846516	SRX5933314	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/007/SRR9160357/SRR9160357.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/007/SRR9160357
SRR9160359	SAMN11852803	SRS4846514	SRX5933312	PRJNA544721	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/009/SRR9160359/SRR9160359.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR916/009/SRR9160359
