Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,env_biome,env_feature,env_material,Isolation_source,samp_size,source_material_ID
SRR2923400,AMPLICON,352,6108047,PRJNA302437,SAMN04272978,Metagenome or environmental,3628370,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923747,AMPLICON,354,5711994,PRJNA302437,SAMN04272978,Metagenome or environmental,3510026,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923748,AMPLICON,360,5030412,PRJNA302437,SAMN04272978,Metagenome or environmental,2968444,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923749,AMPLICON,355,5663515,PRJNA302437,SAMN04272978,Metagenome or environmental,3366840,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923750,AMPLICON,355,6514618,PRJNA302437,SAMN04272978,Metagenome or environmental,3868469,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923751,AMPLICON,357,8505613,PRJNA302437,SAMN04272978,Metagenome or environmental,4953885,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923752,AMPLICON,357,4494450,PRJNA302437,SAMN04272978,Metagenome or environmental,2725951,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923754,AMPLICON,356,5640626,PRJNA302437,SAMN04272978,Metagenome or environmental,3420933,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923755,AMPLICON,349,5011629,PRJNA302437,SAMN04272978,Metagenome or environmental,2926585,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923757,AMPLICON,355,5139310,PRJNA302437,SAMN04272978,Metagenome or environmental,3193938,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923759,AMPLICON,356,4345974,PRJNA302437,SAMN04272978,Metagenome or environmental,2637420,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923761,AMPLICON,356,5650147,PRJNA302437,SAMN04272978,Metagenome or environmental,3397628,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923763,AMPLICON,358,5676410,PRJNA302437,SAMN04272978,Metagenome or environmental,3483276,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923765,AMPLICON,354,5086421,PRJNA302437,SAMN04272978,Metagenome or environmental,3171658,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923766,AMPLICON,359,2005683,PRJNA302437,SAMN04272978,Metagenome or environmental,1252704,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923768,AMPLICON,358,6651123,PRJNA302437,SAMN04272978,Metagenome or environmental,3934629,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923771,AMPLICON,356,5015339,PRJNA302437,SAMN04272978,Metagenome or environmental,3070676,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923772,AMPLICON,355,6835624,PRJNA302437,SAMN04272978,Metagenome or environmental,4156852,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923773,AMPLICON,354,3121334,PRJNA302437,SAMN04272978,Metagenome or environmental,1916739,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2923774,AMPLICON,354,7077467,PRJNA302437,SAMN04272978,Metagenome or environmental,4158441,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1435929,USA,North America,USA: NC,Homo sapiens,454 GS FLX,35.9333 N 79.0333 W,,SINGLE,CAGE,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,R03 10A,SRP066323,,,,fecal sample,,R03 10A
SRR2924471,AMPLICON,357,6102675,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3740645,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437866,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_10A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924472,AMPLICON,354,5564844,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3368807,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437867,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_10B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924473,AMPLICON,355,5663515,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3359145,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437868,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_12C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924474,AMPLICON,355,6514618,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3859734,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437869,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_12D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924475,AMPLICON,349,5011629,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2919898,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437870,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_13A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924476,AMPLICON,356,5640626,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3412905,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437871,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_13B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924477,AMPLICON,357,4494450,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2719614,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437872,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_13C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924478,AMPLICON,357,8505613,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4942207,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437873,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_13D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924479,AMPLICON,355,5139310,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3186274,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437874,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_14A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924480,AMPLICON,356,4345974,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2631480,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437875,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_14B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924481,AMPLICON,356,5650147,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3390182,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437876,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_14C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924482,AMPLICON,358,5676410,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3475656,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437877,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_14D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924483,AMPLICON,367,2250557,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1276643,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437878,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_10C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924484,AMPLICON,354,5086421,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3164416,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437879,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_15A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924485,AMPLICON,359,2005683,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1249971,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437880,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_15B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924486,AMPLICON,358,6651123,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3931805,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437881,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_15C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924487,AMPLICON,356,5015339,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3063421,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437882,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_15D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924489,AMPLICON,355,6835624,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4146964,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437883,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_16A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924490,AMPLICON,354,3121334,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1912445,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437884,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_16B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924491,AMPLICON,354,7077467,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4148712,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437885,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_16C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924492,AMPLICON,352,6260360,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3680569,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437886,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_16D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924494,AMPLICON,354,5480798,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3255936,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437887,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_17A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924495,AMPLICON,352,2161076,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1318719,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437888,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_17B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924496,AMPLICON,355,6750885,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3934986,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437889,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_10D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924497,AMPLICON,356,4876678,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2930729,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437890,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_17C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924498,AMPLICON,357,3797054,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2292372,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437891,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_17D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924499,AMPLICON,357,5741870,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3546762,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437892,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_18A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924500,AMPLICON,356,4932795,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3009403,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437893,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_18B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924501,AMPLICON,355,5001723,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2952025,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437894,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_18C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924502,AMPLICON,355,5110926,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3034392,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437895,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_18D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924503,AMPLICON,355,2967625,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1840453,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437896,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_19A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924504,AMPLICON,354,5490800,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3316234,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437897,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_19B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
